id,quiz_id,user_id,submitted_at,created_at,updated_at,score,trophy_level,accuracy,speed,final_score,negative_score,correct_answers,incorrect_answers,source,type,started_at,ended_at,duration,better_than,total_questions,rank_text,mistakes_corrected,initial_mistake_count,response_map,quiz,next_steps
336566,43,7ZXdz3zHuNcdg9agb5YpaOGLQqw2,2025-01-17T15:51:29.859+05:30,2025-01-17T15:51:29.871+05:30,2025-01-17T15:51:29.871+05:30,32,2,80 %,100,30.0,2.0,8,2,live,topic,2025-01-17T16:20:44.000+05:30,2025-01-17T16:21:28.000+05:30,15:00,24,128,Topic Rank - #2402,6,8,"{'1837': 7363, '1848': 7407, '1852': 7423, '1862': 7464, '1877': 7525, '1878': 7529, '1900': 7617, '1917': 7685, '1934': 7750, '1964': 7872}","{'id': 43, 'name': None, 'title': 'Structural Organisation in Animals and Plants (7)', 'description': '', 'difficulty_level': None, 'topic': 'Structural Organisation in Animals', 'time': '2024-07-03T00:00:00.000+05:30', 'is_published': True, 'created_at': '2024-07-03T11:00:08.958+05:30', 'updated_at': '2024-09-23T18:43:27.751+05:30', 'duration': 128, 'end_time': '2024-07-04T00:00:00.000+05:30', 'negative_marks': '1.0', 'correct_answer_marks': '4.0', 'shuffle': True, 'show_answers': True, 'lock_solutions': False, 'is_form': False, 'show_mastery_option': False, 'reading_material': None, 'quiz_type': None, 'is_custom': False, 'banner_id': None, 'exam_id': None, 'show_unanswered': False, 'ends_at': '2025-01-18', 'lives': None, 'live_count': 'Free Test', 'coin_count': -1, 'questions_count': 128, 'daily_date': 'January 17, 2025', 'max_mistake_count': 15, 'reading_materials': []}",[{'pageType': 'resultPage'}]
